id,id_original,label,ctype,Fuente,Tipo_Unidad_Medida,Unidad_medida,Capítulo (Red Cómo Vamos),Anillo,Capitulo (Bogotá),Entidad responsable,Metodo de recolección,Descripción del indicador,Observaciones
v1_cr_027,11-cr-027,Porcentaje de personas que pertenece a una Organización ambientalista o ecologíca,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece a una Organización ambientalista o ecologíca,0
v1_cr_028,11-cr-028,Porcentaje de personas que pertenece a un  movimiento étnico,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece   a un  movimiento étnico,0
v1_cr_029,11-cr-029,Porcentaje de personas que pertenece a una Junta de Acción comunal,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece a una Junta de Acción comunal,0
v1_cr_030,11-cr-030,Porcentaje de personas muy satisfechas con los parques o áreas recreativa disponibles en su vecindario,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas  muy satisfechas con los parques o áreas recreativa disponibles en su vecindario,0
v1_cr_031,11-cr-031,Porcentaje de personas que se ha sentido discriminado en Bogotá por por su sexo,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas que se ha sentido discriminado en Bogotá por por su sexo,0
v1_cr_032,11-cr-032,Porcentaje de personas muy satisfechas con las actividades culturales en su vecindario,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas muy satisfechas con las actividades culturales en su vecindario,0
v1_cr_033,11-cr-033,Porcentaje de personas muy satisfechas con las actividades deportivas o recreativas de su vecindario,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas muy satisfechas con las actividades deportivas o recreativas en su vecindario,0
v1_cr_034,11-cr-034,Equipamientos Culturales Públicos,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,NA,0
v1_cr_035,11-cr-035,Número de parques zonales,Nu,IDRD,Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte",Instituto de Recreación y Deporte,Registro Administrativo,Mide el número de parques zonales en la localidad. Parques entre 1 Ha y 10 Ha,0
v1_cr_036,11-cr-036,Número de parques de bolsillo,Nu,IDRD,Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte",Instituto de Recreación y Deporte,Registro Administrativo,Mide el número de parques de bolsillo en la localidad. Area inferior a 1.000 metros cuadrados.,0
v1_cr_037,11-cr-037,Número de parques vecinales,Nu,IDRD,Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte",Instituto de Recreación y Deporte,Registro Administrativo,Mide el número de parques vecinales de la localidad. Cubren las necesidades de los barrios.,0
v1_cr_039,11-cr-039,Número de libros disponibles en la red pública de bibliotecas.,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Libros,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,Mide el número de libros disponibles en la red pública de bibliotecas de la ciudad.,0
v1_cr_040,11-cr-040,Salas de espectáculos y concierto,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Expresa el numero total de salas de show y concierto,0
v1_cr_041,11-cr-041,Porcentaje de personas que no lee ningún libro al año,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Mide el porcentaje de equipamientos públicos de cultura en cada parte sobre el total,0
v3_gp_010,13-gp-010,Porcentaje de personas que pagan el predial (en la vigencia),Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar el predial y que pagan el predial sobre el total de obligados a pagar el predial,0
v3_gp_011,13-gp-011,Porcentaje de personas que pagan el adicional del predial,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar el predial y que pagan el adicional del predial sobre el total de obligados a pagar el predial,0
v3_gp_012,13-gp-012,Porcentaje de personas que pagan el predial por plazos,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar el predial y que lo pagan por plazos sobre el total de obligados a pagar el predial,0
v3_gp_013,13-gp-013,Porcentaje de evasión de impuesto,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar impuestos y que pagan impuestos sobre el total de obligados a pagar impuestos,0
v3_gp_014,13-gp-014,Número de contribuyentes pertenecientes al régimen común y declarantes del Impuesto de Industria y Comercio,Nu,Secretaría de Hacienda.,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar el ICA,0
v2_pc_018,12-pc-018,Porcentaje de sufragantes elecciones Alcaldía Mayor,Nu,Registraduría Distrital de Bogotá,Porcentaje,Porción,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Mide el número de votantes efectivos sobre el potencial electoral para las elecciones a Alcaldía Mayor,0
v2_pc_019,12-pc-019,Porcentaje de sufragantes elecciones Concejo,Nu,Registraduría Distrital de Bogotá,Porcentaje,Porción,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Mide el número de votantes efectivos sobre el potencial electoral para las elecciones a Concejo,0
v2_pc_020,12-pc-020,Porcentaje de sufragantes elecciones JAL,Nu,Registraduría Distrital de Bogotá,Porcentaje,Porción,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Mide el número de votantes efectivos sobre el potencial electoral para las elecciones a Junta Administradora Local,0
v2_pc_021,12-pc-021,Numero de votos totales elecciones Presidente,Nu,Registraduría Distrital de Bogotá,Número,Votos,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Expresa el número de votos totales elecciones Presidente,0
v2_pc_022,12-pc-022,Numero de votos totales elecciones Senado,Nu,Registraduría Distrital de Bogotá,Número,Votos,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Expresa el número de votos totales elecciones Senado,0
v2_pc_023,12-pc-023,Numero de votos totales elecciones Alcaldía,Nu,Registraduría Distrital de Bogotá,Número,Votos,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Expresa el número  de votos totales elecciones Alcaldía,0
v2_pc_024,12-pc-024,Numero de votos totales elecciones Concejo,Nu,Registraduría Distrital de Bogotá,Número,Votos,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Expresa el número de votos totales elecciones Concejo,0
v3_gp_015,13-gp-015,Población internos establecimientos de Reclusión de Bogotá EC (Est. Carcelario),Nu,INPEC,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,15. Justicia,INPEC,Registro Administrativo,Mide el número de población interna recluida (por detención y prision) en las carceles de Bogotá,0
v3_gp_016,13-gp-016,Población internos establecimientos de Reclusión de Bogotá COMEB (Complejo Carcelario y Penitenciario Metropolitano ),Nu,INPEC,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,15. Justicia,INPEC,Registro Administrativo,Mide el número de población masculina interna (por detención y prision) recluida en las carceles de Bogotá,0
v3_gp_017,13-gp-017,Población internos establecimientos de Reclusión de Bogotá RM (Buen Pastor),Nu,INPEC,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,15. Justicia,INPEC,Registro Administrativo,Mide el número de población femenina interna (por detención y prision)  recluida en las carceles de Bogotá,0
v3_gp_018,13-gp-018,Porcentaje de servidores públicos (número de contratistas y personas naturales sobre el total de servidores públicos),Nu,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Registro Administrativo,Mide el número de contratistas y personas naturales sobre el total de servidores públicos,0
v3_gp_019,13-gp-019,"Numero total de contratistas por prestación de servicios, asesoría, consultoría y servicios profesionales",Nu,Departamento Administrativo del Servicio civil,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,Departamento Administrativo del Servicio civil,Registro Administrativo,"Mide el numero total de contratistas por prestación de servicios, consultoría y servicios profesionales del Distrito clasificados en personas naturales.",0
v3_gp_020,13-gp-020,Número total de personal de planta de carrera administrativa.,Nu,Departamento Administrativo del Servicio civil,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,Departamento Administrativo del Servicio civil,Registro Administrativo,Mide el número total de personal de planta de carrera administrativa.,0
v3_gp_021,13-gp-021,Numero total de personal de planta de libre nombramiento y remoción.,Nu,Departamento Administrativo del Servicio civil,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,Departamento Administrativo del Servicio civil,Registro Administrativo,Mide el número total de personal de personal de planta de libre nombramiento y remoción.,0
v3_gp_022,13-gp-022,Porcentaje de servidores públicos de libre nombramiento y remoción sobre el  total de servidores públicos,Nu,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Registro Administrativo,Mide el número de servidores públicos de libre nombramiento y remoción sobre el  total de servidores públicos,0
v3_gp_023,13-gp-023,Porcentaje de servidores públicos de carrera administrativa sobre el total de servidores públicos,Nu,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Registro Administrativo,Mide el número de servidores públicos de carrera administrativa sobre el total de servidores públicos,0
v3_gp_024,13-gp-024,Índice de desempeño fiscal,Nu,DNP,Número,índice de 0 a 100,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,DNP,Registro Administrativo,"Mide globalmente el resultado fiscal alcanzado en cada año y se encuentra en una escala de 0 a 100, donde valores cercanos a 0 reflejan bajo desempeño fiscal y valores cercanos a 100 significan que la entidad territorial logró. Se evalua el nivel de autofinanciamiento del funcionamiento, el respaldo de la deuda, la dependencia de las transferencias del Sistema General de participaciones (SGP), la importancia de los recursos propios, la magnitud de la inversión y la capacidad de ahorro.",0
v3_gp_025,13-gp-025,Ranking de desempeño fiscal,Nu,DNP,Número,Posición en el ranking,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,DNP,Registro Administrativo,Mide el desempeño de las finanzas territoriales,0
v3_gp_026,13-gp-026,Índice de desempeño integral,Nu,DNP,Número,índice de 0 a 100,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,DNP,Registro Administrativo,"Mide la evaluación de la gestión de manera integral del distrito en la  eficacia, la eficiencia, el  cumplimiento de requisitos legales y la gestión.",0
v3_gp_004,13-gp-004,Transferencias totales como porcentaje del ingreso total,Nu,Contaduría General de la Nación-FUT,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Cálcula los ingresos corrientes sobre los ingresos totales de la Administración Central. Nota: Las cifras para los cálculos incluyen reservas presupuestales y pasivos exigibles hasta 2012, a partir de 2013 se excluyen reservas presupuestales. Ingresos Corrientes=Tributarios+No tributarios. Ingresos totales e ingresos de capital incluyen recursos del crédito. 
",0
v3_gp_002,13-gp-002,Ingresos propios como porcentaje de ingresos totales,Nu,Contaduría General de la Nación-FUT,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Cálcula los ingresos tributarios sobre los ingresos totales,0
v3_gp_027,13-gp-027,Capacidad de ahorro,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el ahorro corriente sobre el ingreso corriente,0
v3_gp_028,13-gp-028,Capacidad de autofinanciamiento del funcionamiento,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gastos de financiamiento sobre los ingresos corrientes de libre destinación,0
v3_gp_029,13-gp-029,Crecimiento interanual real del gasto del Distrito Capital,Nu,Secretaría de Hacienda.,Porcentaje,Variación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la tasa de crecimiento interanual real de los gastos en el Distrito,0
v3_gp_030,13-gp-030,Crecimiento interanual real del gasto de la Administración Central,Nu,Secretaría de Hacienda.,Porcentaje,Variación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la tasa de crecimiento interanual real de los gastos en la  Administración Central,0
v3_gp_031,13-gp-031,Ejecución presupuestal por autorización de giros de la Administración Central,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el presupuesto ejecutado de la Administración Central sobre el  presupuesto de la Administración Central,0
v3_gp_032,13-gp-032,Ejecución presupuestal por autorización de giros de los Establecimientos Públicos,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el presupuesto ejecutado de los Establecimientos Públicos sobre el presupuesto de los Establecimientos Públicos,0
v3_gp_033,13-gp-033,Ejecución presupuestal por autorización de giros de los Fondos de Desarrollo Local,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el presupuesto ejecutado de los Fondos de Desarrollo Local sobre el presupuesto de los Fondos de Desarrollo Local,0
v3_gp_034,13-gp-034,Ejecución presupuestal por autorización de giros las Empresas Industriales y Comerciales,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el presupuesto ejecutado de las Empresas Industriales y Comerciales sobre el presupuesto de las Empresas Industriales y Comerciales,0
v3_gp_035,13-gp-035,Magnitud de la inversión,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gasto total en inversión sobre el total del gastos,0
v3_gp_036,13-gp-036,Porcentaje de gasto de funcionamiento de la Administración Central sobre los gastos totales de la Administración Central,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gasto de funcionamiento de la Administración Central sobre los gastos totales de la Administración Central,0
v3_gp_037,13-gp-037,Porcentaje de gasto de funcionamiento de los Establecimientos Públicos sobre los  gastos totales de los Establecimientos Públicos,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gasto de funcionamiento de los Establecimientos Públicos sobre los  gastos totales de los Establecimientos Públicos,0
v3_gp_038,13-gp-038,Porcentaje de gasto de funcionamiento de los Fondos de Desarrollo Local sobre los  gastos totales de los  Fondos de Desarrollo Local,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide los gasto de funcionamiento de los Fondos de Desarrollo Local sobre los  gastos totales de los  Fondos de Desarrollo Local. A partir de 2010 con el Decreto 372 se incorporan en los FDL los gastos de funcionamiento como las apropiaciones para atender los gastos generales inherentes al funcionamiento de los FDL sin incluir gastos de personal.,0
v3_gp_039,13-gp-039,Porcentaje de gasto de funcionamiento de las Empresas Industriales y Comerciales sobre los gastos totales de las Empresas Industriales y Comerciales,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gasto de funcionamiento de las Empresas Industriales y Comerciales sobre los gastos totales de las Empresas Industriales y Comerciales,0
v3_gp_040,13-gp-040,Composición de la Deuda (Deuda externa),Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la deuda externa sobre el total de la deuda,0
v3_gp_041,13-gp-041,Composición de la Deuda (Deuda interna),Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la deuda interna sobre el total deuda,0
v3_gp_042,13-gp-042,Composición de la Deuda por fuentes (Deuda Multilateral),Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la deuda de fomento sobre el total de la deuda,0
v3_gp_043,13-gp-043,Composición de la Deuda (Deuda Fomento),Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la deuda multilateral sobre el total deuda,0
v3_gp_044,13-gp-044,Composición de la Deuda (Deuda en bonos),Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Mide la deuda en bonos sobre el total deuda. En 2008 la Banca Comercial tuvo una participación de 0,62%, a partir de 2009 está no ha tenido participación en la composición de la deuda en el Distrito Capital",0
v3_gp_045,13-gp-045,Respaldo de la deuda o magnitud de la deuda,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el saldo total de la deuda sobre los ingresos totales,0
v3_gp_007,13-gp-007,Saldo de la deuda/ingresos corrientes (ley 358 - 1997,Nu,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el saldo de la deuda final sobre los ingresos corrientes del mismo periodo,0
v3_gp_046,13-gp-046,Calificación de la Deuda - Moody's Investors Service: Moneda Legal,Ca,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",0
v3_gp_047,13-gp-047,Calificación de la Deuda - Moody's Investors Service: Moneda Externa,Ca,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",0
v3_gp_048,13-gp-048,Calificación de la Deuda - Standard&Poor's: Moneda Legal,Ca,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",0
v3_gp_049,13-gp-049,Calificación de la Deuda - Standard&Poor's: Moneda Externa,Ca,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",0
v3_gp_050,13-gp-050,Calificación de la Deuda - Fitch Ratings - International Public Finance: Moneda Legal,Ca,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",0
v3_gp_051,13-gp-051,Calificación de la Deuda - Fitch Ratings - International Public Finance: Moneda Externa,Ca,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",0
v3_gp_052,13-gp-052,Calificación de la Deuda - Fitch Ratings Colombia S.A SCV.,Ca,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",0
v3_gp_053,13-gp-053,Calificación de la Deuda - BRC Investor Services S.A.,Ca,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",0
v4_ee_004,14-ee-004,Empresas creadas,Nu,CCB,Número,Empresas,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el número de empresas creadas en la ciudad.,0
v4_ee_005,14-ee-005,Empresas canceladas,Nu,CCB,Número,Empresas,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el número empresas canceladas,0
v4_ee_006,14-ee-006,Posición de Bogotá en el escalafón de América Economía Intelligence,Nu,CCB,Número,Posición en el ranking,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Encuesta,Establece un ranking de la atracción de las ciudades para hacer negocios.,0
v4_ee_007,14-ee-007,Doing Business,Nu,CCB,Número,índice de 0 a 100,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Encuesta,Analiza y compara las normas que regulan las actividades de las pequeñas y medianas empresas locales en 183 economías.,0
v4_ee_008,14-ee-008,Posición de Bogotá en el escalafón INAI,Nu,Universidad del Rosario,Número,Posición en el ranking,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Universidad del Rosario,Estudios,http://www.urosario.edu.co/urosario_files/9d/9d96f884-d433-45a8-947b-4e9877596f63.pdf,0
v4_ee_009,14-ee-009,Promedio ocupación hotelera de la ciudad,Nu,Instituto Distrital de Turismo.,Porcentaje,Porción,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Instituto Distrital de Turismo.,Sin información.,Calculos Observatorio de Turismo de Bogotá del IDT,0
v4_ee_010,14-ee-010,Total de turistas nacionales llegados a Bogotá,Nu,Instituto Distrital de Turismo.,Número,Personas,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Instituto Distrital de Turismo.,Encuesta,Calculos Observatorio de Turismo de Bogotá del IDT -Encuesta de Viajeros a Bogotá,0
v4_ee_011,14-ee-011,Total de turistas internacionales llegados a Bogotá,Nu,Instituto Distrital de Turismo.,Número,Personas,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Instituto Distrital de Turismo.,Encuesta,Calculos Observatorio de Turismo de Bogotá del IDT -Encuesta de Viajeros a Bogotá,0
v4_ee_012,14-ee-012,Tasa de crecimiento del PIB,Nu,DANE,Porcentaje,Variación,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,DANE,Encuesta,Mide la tasa de crecimiento interanual real de la economía a traves del Producto Interno Bruto,0
v4_ee_013,14-ee-013,PIB per cápita a precios corrientes (pesos),Nu,DANE,Número,Pesos,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,DANE,Encuesta,Mide el PIB a precios corrientes por habitante,0
v4_ee_014,14-ee-014,PIB per cápita a dólares a precios corrientes,Nu,Secretaría de Desarrollo,Número,Dólares,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Secretaría de Desarrollo,Registro Administrativo,Mide el PIB  per cápita a dólares a precios corrientes,0
v4_ee_015,14-ee-015,Valor de la Inversión Extranjera Directa,Nu,CCB,Número,Pesos,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el valor de la inversión extranjera directa medida en millones de dólares.  (No incluye inversión en petróleos ni en portafolio),0
